address,airdrop_received,cplay_bought,buy_transactions,vault_sent,played,flip_count,flip_10_count,flip_other_count,total_bets,total_payouts,wins,losses,miner_upgrade_count,click_upgrade_count,bought_miner,bought_click,onchain_miner_level,onchain_click_level,onchain_balance,first_activity_block,last_activity_block
0x02597f26E455a9c91551de14386CeB9471f84d4a,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995077,12995077
0x76bED0EC68cFAa75d66cF924B1543F7865A20808,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995089,12995089
0xB9d16Fa5daE1947Ca12f991A6734cBb01b520A8F,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995102,12995102
0xF90797114D0EdEEEE3DccB612d988835f8f316A5,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995115,12995115
0xA5BCa4C0a6C45C6Bb5B0d48316D7ceCB05573695,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995127,12995127
0x6A0c9049814dad09C7F36c20a5a4A94492B6A63D,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995140,12995140
0x1cdDd79c5937C10Be0Fffb436Fd9552b1b609F4D,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995152,12995152
0x6fFC9b4C1409CAE5eA8970F415B14B3E1A2d523A,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995165,12995165
0xdfdd5e3Deae2DcC5D538be65BC6798858e7de523,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995178,12995178
0xe1497EF9F0Ae717bc57507b43488BAe1FDCcEEF7,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995191,12995191
0x944ff9584ffa0D8755eD5e2D345b1EcFBeA5E86A,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995204,12995204
0x7634304d4c57308E27e3A88320cd860DD9999999,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995217,12995217
0x044e18DD17adFa2a0760Cc4d0a5ABa691629eEcd,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995230,12995230
0x98Ad61160f8137C60acbf07Cd4D5a6ca8458C58e,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995243,12995243
0x256665D7352A0F5ea2C8F2d8832e86677De84Bae,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995256,12995256
0x7F4aa94dc35021228252800183c9a60760f4a42f,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995269,12995269
0xC624Ea8DFF93571dCCea48d61EAd6C6988d5292f,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995279,12995279
0xdB34c77fD0811a1A4F8aeb0e2510Fc42e856904F,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995292,12995292
0xD691f42C8301fc56B056b96527143eeEc3F9c79E,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995304,12995304
0x20a5B4b673de7a8d6dE286d324486733F0BA94b5,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995317,12995317
0xdd8fc2Af25a520670BC9b0307dDF19c37618707f,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995330,12995330
0x13837bcafD1f91ab9219AD3BDFB74f1ae4d77a5A,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995342,12995342
0xD2e2A1b90B9e96fe41ECae2E5d01760600a2Dbd2,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995355,12995355
0x31Cfe70a31bCc3C1fF3f9e11d673568A8A15D2CF,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995368,12995368
0xFA12665044592d3eE748acD9ecF64F22998826C7,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995380,12995380
0x9f17073283309b06F05DD635119F0E755189ddf4,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995393,12995393
0xbB138a18915e81621107F87e0bbF0CbBa8b30256,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995406,12995406
0x70982F92995268019036DC0620765De919356827,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995418,12995418
0x66908cC2f112eb1f837F2ac14cdb68FFe5Af2a41,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995431,12995431
0x389FBBdB3C9acAD11F5164Dd088095Ed9A07Ddc1,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995443,12995443
0x8aA3cC9560D07Eb7C08747738c79Ea36b7BC7748,"19,950,010","19,950,010",2,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12869364,12995456
0x7d613c6316eDe9d257f3BF512777Cb4Ea4A6beE4,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995469,12995469
0x53A594138e5692De23da68E3b393b5F67e0c5686,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995481,12995481
0x60E63b6916C96df46503F9342AEe9cD01939f3Cd,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995494,12995494
0xa7ab54Db27b220E398Bb190ce0a3b501D79d227e,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995507,12995507
0xd1fc46bda1c20Cb2d6A0050b312291E2eF379759,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995520,12995520
0x3b163A3D2C5826a5d348876D5Cc9416A834ed55f,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995533,12995533
0xD2932fB3C33A328f733A7bA3114eBaCeD349a585,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995545,12995545
0x669E8500196C1FC032C9BC9A6378541CF5F48Eea,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995558,12995558
0x4E260A67D69d80E3bc1836109DDC1cf14FEa57B7,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995571,12995571
0x61ceBc0548CCCDBe67d674675496241C5E98D8DB,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995583,12995583
0xd8fb13F0d94B57576525D4f157C4DC9B247e52c9,10,10,1,0,false,0,0,0,0,0,0,0,0,0,false,false,0,0,0,12995596,12995596
